,text,book,line,meter,first_hemistich,second_hemistich
225,iliad,1,226,DDDSSA,οὔτέ ποτ ἐς πόλεμον ,ἅμα λαῷ θωρηχθῆναι
226,iliad,1,227,DDDSDA,οὔτε λόχον δ ἰέναι ,σὺν ἀριστήεσσιν ἀχαιῶν
227,iliad,1,228,SSDSDA,τέτληκας θυμῷ ,τὸ δέ τοι κὴρ εἴδεται εἶναι
228,iliad,1,229,DDDDDA,ἦ πολὺ λώϊόν ἐστι ,κατὰ στρατὸν εὐρὺν ἀχαιῶν
229,iliad,1,230,DSSDDA,δῶρ ἀποαιρεῖσθαι ,ὅς τις σέθεν ἀντίον εἴπῃ
230,iliad,1,231,DDDDDA,δημοβόρος βασιλεὺς ,ἐπεὶ οὐτιδανοῖσιν ἀνάσσεις
231,iliad,1,232,DDSDSA,ἦ γὰρ ἂν ἀτρεΐδη ,νῦν ὕστατα λωβήσαιο
232,iliad,1,233,SDDDDA,ἀλλ ἔκ τοι ἐρέω ,καὶ ἐπὶ μέγαν ὅρκον ὀμοῦμαι
233,iliad,1,234,DSDDDA,ναὶ μὰ τόδε σκῆπτρον ,τὸ μὲν οὔ ποτε φύλλα καὶ ὄζους
234,iliad,1,235,DSDDDA,φύσει ἐπεὶ δὴ πρῶτα ,τομὴν ἐν ὄρεσσι λέλοιπεν
235,iliad,1,236,DSDDDA,οὐδ ἀναθηλήσει ,περὶ γάρ ῥά ἑ χαλκὸς ἔλεψε
236,iliad,1,237,DSSDDA,φύλλά τε καὶ φλοιόν ,νῦν αὖτέ μιν υἷες ἀχαιῶν
237,iliad,1,238,DDDDDA,ἐν παλάμῃς φορέουσι ,δικασπόλοι οἵ τε θέμιστας
238,iliad,1,239,DDDDDA,πρὸς διὸς εἰρύαται ,ὃ δέ τοι μέγας ἔσσεται ὅρκος
239,iliad,1,240,DSDDDA,ἦ ποτ ἀχιλλῆος ,ποθὴ ἵξεται υἷας ἀχαιῶν
240,iliad,1,241,SDDDDA,σύμπαντας τότε δ οὔ ,τι δυνήσεαι ἀχνύμενός περ
241,iliad,1,242,SSDDDA,χραισμεῖν εὖτ ἂν πολλοὶ ,ὑφ ἕκτορος ἀνδροφόνοιο
242,iliad,1,243,SSDDDA,θνήσκοντες πίπτωσι ,σὺ δ ἔνδοθι θυμὸν ἀμύξεις
243,iliad,1,244,DDDSDA,χωόμενος ὅ τ ἄριστον ,ἀχαιῶν οὐδὲν ἔτισας
244,iliad,1,245,DDDSDA,ὣς φάτο πηλεΐδης ,ποτὶ δὲ σκῆπτρον βάλε γαίῃ
245,iliad,1,246,SSDDDA,χρυσείοις ἥλοισι ,πεπαρμένον ἕζετο δ αὐτός
246,iliad,1,247,DDDDDA,ἀτρεΐδης δ ἑτέρωθεν ,ἐμήνιε τοῖσι δὲ νέστωρ
247,iliad,1,248,DDDDDA,ἡδυεπὴς ἀνόρουσε ,λιγὺς πυλίων ἀγορητής
248,iliad,1,249,DSDDDA,τοῦ καὶ ἀπὸ γλώσσης ,μέλιτος γλυκίων ῥέεν αὐδή
249,iliad,1,250,SDDDSA,τῷ δ ἤδη δύο μὲν ,γενεαὶ μερόπων ἀνθρώπων
250,iliad,1,251,DSDDDA,ἐφθίαθ οἵ οἱ πρόσθεν ,ἅμα τράφεν ἠδ ἐγένοντο
251,iliad,1,252,DDDDDA,ἐν πύλῳ ἠγαθέῃ ,μετὰ δὲ τριτάτοισιν ἄνασσεν
252,iliad,1,253,DDDDDA,ὅ σφιν ἐὺ φρονέων ,ἀγορήσατο καὶ μετέειπεν
253,iliad,1,254,DDDDDA,ὦ πόποι ἦ μέγα πένθος ,ἀχαιΐδα γαῖαν ἱκάνει
254,iliad,1,255,SSDDDA,ἦ κεν γηθήσαι ,πρίαμος πριάμοιό τε παῖδες
255,iliad,1,256,SSDDDA,ἄλλοι τε τρῶες ,μέγα κεν κεχαροίατο θυμῷ
256,iliad,1,257,SDDDDA,εἰ σφῶϊν τάδε πάντα ,πυθοίατο μαρναμένοιϊν
257,iliad,1,258,DSDDDA,οἳ περὶ μὲν βουλὴν ,δαναῶν περὶ δ ἐστὲ μάχεσθαι
258,iliad,1,259,DSDDDA,ἀλλὰ πίθεσθ ἄμφω ,δὲ νεωτέρω ἐστὸν ἐμεῖο
259,iliad,1,260,SDDDDA,ἤδη γάρ ποτ ἐγὼ ,καὶ ἀρείοσιν ἠέ περ ὑμῖν
260,iliad,1,261,DSDDDA,ἀνδράσιν ὡμίλησα ,καὶ οὔ ποτέ μ οἵ γ ἀθέριζον
261,iliad,1,262,SSDDDA,οὐ γάρ πω τοίους ,ἴδον ἀνέρας οὐδὲ ἴδωμαι
262,iliad,1,263,SDDDDA,οἷον πειρίθοόν ,τε δρύαντά τε ποιμένα λαῶν
263,iliad,1,264,DDDDDA,καινέα τ ἐξάδιόν ,τε καὶ ἀντίθεον πολύφημον
264,iliad,1,265,DDDDDA,θησέα τ αἰγεΐδην ,ἐπιείκελον ἀθανάτοισιν
265,iliad,1,266,SSDDDA,κάρτιστοι δὴ κεῖνοι ,ἐπιχθονίων τράφεν ἀνδρῶν
266,iliad,1,267,SDSSDA,κάρτιστοι μὲν ἔσαν ,καὶ καρτίστοις ἐμάχοντο
267,iliad,1,268,DSDSDA,φηρσὶν ὀρεσκῴοισι ,καὶ ἐκπάγλως ἀπόλεσσαν
268,iliad,1,269,SDDDDA,καὶ μὲν τοῖσιν ἐγὼ ,μεθομίλεον ἐκ πύλου ἐλθὼν
269,iliad,1,270,DDSDDA,τηλόθεν ἐξ ἀπίης ,γαίης καλέσαντο γὰρ αὐτοί
270,iliad,1,271,DDDSDA,καὶ μαχόμην κατ ἔμ αὐτὸν ,ἐγώ κείνοισι δ ἂν οὔ τις
271,iliad,1,272,SDDDDA,τῶν οἳ νῦν βροτοί εἰσιν ,ἐπιχθόνιοι μαχέοιτο
272,iliad,1,273,SSDSDA,καὶ μέν μευ βουλέων ,ξύνιεν πείθοντό τε μύθῳ
273,iliad,1,274,DDDSDA,ἀλλὰ πίθεσθε καὶ ὔμμες ,ἐπεὶ πείθεσθαι ἄμεινον
274,iliad,1,275,DDDDDA,μήτε σὺ τόνδ ἀγαθός ,περ ἐὼν ἀποαίρεο κούρην
275,iliad,1,276,DSDDDA,ἀλλ ἔα ὥς οἱ πρῶτα ,δόσαν γέρας υἷες ἀχαιῶν
276,iliad,1,277,NNNNNN,,
277,iliad,1,278,DDDSDA,ἀντιβίην ἐπεὶ οὔ ,ποθ ὁμοίης ἔμμορε τιμῆς
278,iliad,1,279,SDSSDA,σκηπτοῦχος βασιλεύς ,ᾧ τε ζεὺς κῦδος ἔδωκεν
279,iliad,1,280,DDDDDA,εἰ δὲ σὺ καρτερός ἐσσι ,θεὰ δέ σε γείνατο μήτηρ
280,iliad,1,281,DDDDDA,ἀλλ ὅ γε φέρτερός ἐστιν ,ἐπεὶ πλεόνεσσιν ἀνάσσει
281,iliad,1,282,DDDDDA,ἀτρεΐδη σὺ δὲ παῦε ,τεὸν μένος αὐτὰρ ἔγωγε
282,iliad,1,283,DSDDDA,λίσσομ ἀχιλλῆϊ ,μεθέμεν χόλον ὃς μέγα πᾶσιν
283,iliad,1,284,DSDDDA,ἕρκος ἀχαιοῖσιν ,πέλεται πολέμοιο κακοῖο
284,iliad,1,285,DDDSDA,τὸν δ ἀπαμειβόμενος ,προσέφη κρείων ἀγαμέμνων
285,iliad,1,286,SDDDDA,‘ναὶ δὴ ταῦτά γε πάντα ,γέρον κατὰ μοῖραν ἔειπες
286,iliad,1,287,DDDSDA,ἀλλ ὅδ ἀνὴρ ἐθέλει ,περὶ πάντων ἔμμεναι ἄλλων
287,iliad,1,288,SDDSDA,πάντων μὲν κρατέειν ,ἐθέλει πάντεσσι δ ἀνάσσειν
288,iliad,1,289,DSDSDA,πᾶσι δὲ σημαίνειν ,ἅ τιν οὐ πείσεσθαι ὀΐω
289,iliad,1,290,DSDDDA,εἰ δέ μιν αἰχμητὴν ,ἔθεσαν θεοὶ αἰὲν ἐόντες
290,iliad,1,291,DDDDSA,τοὔνεκά οἱ προθέουσιν ,ὀνείδεα μυθήσασθαι
291,iliad,1,292,DSSDDA,τὸν δ ἄρ ὑποβλήδην ,ἠμείβετο δῖος ἀχιλλεύς
292,iliad,1,293,SSDDDA,ἦ γάρ κεν δειλός ,τε καὶ οὐτιδανὸς καλεοίμην
293,iliad,1,294,SSDDDA,εἰ δὴ σοὶ πᾶν ἔργον ,ὑπείξομαι ὅττί κεν εἴπῃς
294,iliad,1,295,SSDDDA,ἄλλοισιν δὴ ταῦτ ,ἐπιτέλλεο μὴ γὰρ ἔμοιγε
295,iliad,1,296,SDDSDA,σήμαιν οὐ γὰρ ἔγωγ ,ἔτι σοὶ πείσεσθαι ὀΐω
296,iliad,1,297,DDDDDA,ἄλλο δέ τοι ἐρέω ,σὺ δ ἐνὶ φρεσὶ βάλλεο σῇσι
297,iliad,1,298,DDDDDA,χερσὶ μὲν οὔ τοι ἔγωγε ,μαχήσομαι εἵνεκα κούρης
298,iliad,1,299,DDDDDA,οὔτε σοὶ οὔτέ τῳ ἄλλῳ ,ἐπεί μ ἀφέλεσθέ γε δόντες
299,iliad,1,300,SDDDDA,τῶν δ ἄλλων ἅ μοί ἐστι ,θοῇ παρὰ νηῒ μελαίνῃ
300,iliad,1,301,SDDDDA,τῶν οὐκ ἄν τι φέροις ,ἀνελὼν ἀέκοντος ἐμεῖο
301,iliad,1,302,DSDSDA,εἰ δ ἄγε μὴν πείρησαι ,ἵνα γνώωσι καὶ οἵδε
302,iliad,1,303,DDDSDA,αἶψά τοι αἷμα κελαινὸν ,ἐρωήσει περὶ δουρί
303,iliad,1,304,SDDDDA,ὣς τώ γ ἀντιβίοισι ,μαχεσσαμένω ἐπέεσσιν
304,iliad,1,305,SSDDDA,ἀνστήτην λῦσαν ,δ ἀγορὴν παρὰ νηυσὶν ἀχαιῶν
305,iliad,1,306,DDDSDA,πηλεΐδης μὲν ἐπὶ ,κλισίας καὶ νῆας ἐΐσας
306,iliad,1,307,DDDSDA,ἤϊε σύν τε μενοιτιάδῃ ,καὶ οἷς ἑτάροισιν
307,iliad,1,308,DDDDDA,ἀτρεΐδης δ ἄρα νῆα ,θοὴν ἅλα δὲ προέρυσσεν
308,iliad,1,309,DSDDDA,ἐν δ ἐρέτας ἔκρινεν ,ἐείκοσιν ἐς δ ἑκατόμβην
309,iliad,1,310,DSDDDA,βῆσε θεῷ ἀνὰ ,δὲ χρυσηΐδα καλλιπάρῃον
310,iliad,1,311,DSDDDA,εἷσεν ἄγων ἐν δ ἀρχὸς ,ἔβη πολύμητις ὀδυσσεύς
311,iliad,1,312,DDDDDA,οἳ μὲν ἔπειτ ἀναβάντες ,ἐπέπλεον ὑγρὰ κέλευθα
312,iliad,1,313,SDDSDA,λαοὺς δ ἀτρεΐδης ,ἀπολυμαίνεσθαι ἄνωγεν
313,iliad,1,314,DSDDDA,οἳ δ ἀπελυμαίνοντο ,καὶ εἰς ἅλα λύματα βάλλον
314,iliad,1,315,SSDSDA,ἕρδον δ ἀπόλλωνι ,τεληέσσας ἑκατόμβας
315,iliad,1,316,SSDDDA,ταύρων ἠδ αἰγῶν ,παρὰ θῖν ἁλὸς ἀτρυγέτοιο
316,iliad,1,317,SDDDDA,κνίση δ οὐρανὸν ἷκεν ,ἑλισσομένη περὶ καπνῷ
317,iliad,1,318,SDDDDA,ὣς οἳ μὲν τὰ πένοντο ,κατὰ στρατόν οὐδ ἀγαμέμνων
318,iliad,1,319,DSDSDA,λῆγ ἔριδος τὴν πρῶτον ,ἐπηπείλησ ἀχιλῆϊ
319,iliad,1,320,DDDDDA,ἀλλ ὅ γε ταλθύβιόν ,τε καὶ εὐρυβάτην προσέειπε
320,iliad,1,321,DSDSDA,τώ οἱ ἔσαν κήρυκε ,καὶ ὀτρηρὼ θεράποντε
321,iliad,1,322,SDSDDA,ἔρχεσθον κλισίην ,πηληϊάδεω ἀχιλῆος
322,iliad,1,323,DDSDDA,χειρὸς ἑλόντ ἀγέμεν ,βρισηΐδα καλλιπάρῃον
323,iliad,1,324,DSDDDA,εἰ δέ κε μὴ δώῃσιν ,ἐγὼ δέ κεν αὐτὸς ἕλωμαι
324,iliad,1,325,SDDSDA,ἐλθὼν σὺν πλεόνεσσι ,τό οἱ καὶ ῥίγιον ἔσται
325,iliad,1,326,SDDDDA,ὣς εἰπὼν προΐει ,κρατερὸν δ ἐπὶ μῦθον ἔτελλε
326,iliad,1,327,DDDDDA,τὼ δ ἀέκοντε βάτην ,παρὰ θῖν ἁλὸς ἀτρυγέτοιο
327,iliad,1,328,DDDSDA,μυρμιδόνων δ ἐπί τε ,κλισίας καὶ νῆας ἱκέσθην
328,iliad,1,329,SDDSDA,τὸν δ εὗρον παρά τε ,κλισίῃ καὶ νηῒ μελαίνῃ
329,iliad,1,330,DDDSDA,ἥμενον οὐδ ἄρα τώ ,γε ἰδὼν γήθησεν ἀχιλλεύς
330,iliad,1,331,SSDDDA,τὼ μὲν ταρβήσαντε ,καὶ αἰδομένω βασιλῆα
331,iliad,1,332,SDDDDA,στήτην οὐδέ τί μιν ,προσεφώνεον οὐδ ἐρέοντο
332,iliad,1,333,DSDDSA,αὐτὰρ ὃ ἔγνω ᾗσιν ,ἐνὶ φρεσὶ φώνησέν τε
333,iliad,1,334,DSDDDA,χαίρετε κήρυκες ,διὸς ἄγγελοι ἠδὲ καὶ ἀνδρῶν
334,iliad,1,335,DDDDDA,ἆσσον ἴτ οὔ τί μοι ὔμμες ,ἐπαίτιοι ἀλλ ἀγαμέμνων
335,iliad,1,336,SDSDDA,ὃ σφῶϊ προΐει ,βρισηΐδος εἵνεκα κούρης
336,iliad,1,337,DDSDDA,ἀλλ ἄγε διογενὲς ,πατρόκλεες ἔξαγε κούρην
337,iliad,1,338,SDSSDA,καί σφωϊν δὸς ἄγειν ,τὼ δ αὐτὼ μάρτυροι ἔστων
338,iliad,1,339,DDSSSA,πρός τε θεῶν μακάρων ,πρός τε θνητῶν ἀνθρώπων
339,iliad,1,340,SDDDDA,καὶ πρὸς τοῦ βασιλῆος ,ἀπηνέος εἴ ποτε δ αὖτε
340,iliad,1,341,DDDDDA,χρειὼ ἐμεῖο γένηται ,ἀεικέα λοιγὸν ἀμῦναι
341,iliad,1,342,SSDSDA,τοῖς ἄλλοις ἦ γὰρ ,ὅ γ ὀλοιῇσι φρεσὶ θύει
342,iliad,1,343,DDDSDA,οὐδέ τι οἶδε νοῆσαι ,ἅμα πρόσσω καὶ ὀπίσσω
343,iliad,1,344,SDDDDA,ὅππως οἱ παρὰ νηυσὶ ,σόοι μαχέοιντο ἀχαιοί
344,iliad,1,345,DSDDDA,ὣς φάτο πάτροκλος ,δὲ φίλῳ ἐπεπείθεθ ἑταίρῳ
345,iliad,1,346,DDSDDA,ἐκ δ ἄγαγε κλισίης ,βρισηΐδα καλλιπάρῃον
346,iliad,1,347,DSDDDA,δῶκε δ ἄγειν τὼ δ αὖτις ,ἴτην παρὰ νῆας ἀχαιῶν
347,iliad,1,348,DDDDDA,ἣ δ ἀέκουσ ἅμα τοῖσι ,γυνὴ κίεν αὐτὰρ ἀχιλλεὺς
348,iliad,1,349,SDDDDA,δακρύσας ἑτάρων ,ἄφαρ ἕζετο νόσφι λιασθείς
349,iliad,1,350,DDDDDA,θῖν ἔφ ἁλὸς πολιῆς ,ὁρόων ἐπ ἀπείρονα πόντον
350,iliad,1,351,DDSDDA,πολλὰ δὲ μητρὶ φίλῃ ,ἠρήσατο χεῖρας ὀρεγνύς
351,iliad,1,352,DDDDDA,μῆτερ ἐπεί μ ἔτεκές ,γε μινυνθάδιόν περ ἐόντα
352,iliad,1,353,SDDDDA,τιμήν πέρ μοι ὄφελλεν ,ὀλύμπιος ἐγγυαλίξαι
353,iliad,1,354,SDSDDA,ζεὺς ὑψιβρεμέτης ,νῦν δ οὐδέ με τυτθὸν ἔτισεν
354,iliad,1,355,SDSSDA,ἦ γάρ μ ἀτρεΐδης ,εὐρὺ κρείων ἀγαμέμνων
355,iliad,1,356,SDDDDA,ἠτίμησεν ἑλὼν ,γὰρ ἔχει γέρας αὐτὸς ἀπούρας
356,iliad,1,357,DDSDDA,ὣς φάτο δάκρυ χέων ,τοῦ δ ἔκλυε πότνια μήτηρ
357,iliad,1,358,DSDDDA,ἡμένη ἐν βένθεσσιν ,ἁλὸς παρὰ πατρὶ γέροντι
358,iliad,1,359,DDDDDA,καρπαλίμως δ ἀνέδυ ,πολιῆς ἁλὸς ἠΰτ ὀμίχλη
359,iliad,1,360,DSDDDA,καί ῥα πάροιθ αὐτοῖο ,καθέζετο δάκρυ χέοντος
360,iliad,1,361,DDDDDA,χειρί τέ μιν κατέρεξεν ,ἔπος τ ἔφατ ἔκ τ ὀνόμαζε
361,iliad,1,362,SSDDDA,τέκνον τί κλαίεις ,τί δέ σε φρένας ἵκετο πένθος
362,iliad,1,363,SSDDDA,ἐξαύδα μὴ κεῦθε ,νόῳ ἵνα εἴδομεν ἄμφω
363,iliad,1,364,DDDDDA,τὴν δὲ βαρὺ στενάχων ,προσέφη πόδας ὠκὺς ἀχιλλεύς
364,iliad,1,365,DSDSDA,‘οἶσθα τί ἤ τοι ταῦτα ,ἰδυίῃ πάντ ἀγορεύω
365,iliad,1,366,DSDDDA,ᾠχόμεθ ἐς θήβην ,ἱερὴν πόλιν ἠετίωνος
366,iliad,1,367,DDDDDA,τὴν δὲ διεπράθομέν ,τε καὶ ἤγομεν ἐνθάδε πάντα
367,iliad,1,368,DSDDDA,καὶ τὰ μὲν εὖ δάσσαντο ,μετὰ σφίσιν υἷες ἀχαιῶν
368,iliad,1,369,DDSDDA,ἐκ δ ἕλον ἀτρεΐδῃ ,χρυσηΐδα καλλιπάρῃον
369,iliad,1,370,SDDDSA,χρύσης δ αὖθ ἱερεὺς ,ἑκατηβόλου ἀπόλλωνος
370,iliad,1,371,DDDSDA,ἦλθε θοὰς ἐπὶ νῆας ,ἀχαιῶν χαλκοχιτώνων
